Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Indexing/Data.Sequence:10000,2.791119020930509e-8,2.7882945096451008e-8,2.7936060119940016e-8,9.060715305532634e-11,6.980404282390329e-11,1.2548728817432375e-10
Indexing/Data.Massiv.Array:10000,1.0692113540830368e-8,1.0678350733977101e-8,1.070402210450499e-8,4.214299577975859e-11,3.479915894113849e-11,5.136270625644304e-11
Indexing/Data.RRBVector:10000,1.642260923661381e-8,1.6409642824203084e-8,1.6436659799083075e-8,4.697488722209497e-11,3.8116299512799334e-11,5.962080323851334e-11
Append/Data.List:10,8.393742380664854e-8,8.387372377642366e-8,8.398809021082766e-8,1.9095489258178069e-10,1.595396611699423e-10,2.344636721051382e-10
Append/Data.Vector:10,4.2325664906307125e-8,4.228886011285241e-8,4.2354848686518234e-8,1.0470304331524249e-10,8.593015128643287e-11,1.312549118376196e-10
Append/Data.Vector.Unboxed:10,2.6018695303651536e-8,2.6002892048879886e-8,2.6033710308197663e-8,5.155157288809377e-11,4.354917003096003e-11,6.041005438272848e-11
Append/Data.Vector.Storable:10,2.627448566959741e-8,2.6219671511965295e-8,2.6352412068479787e-8,2.1691245998609194e-10,1.3377589915888541e-10,3.1003491342963223e-10
Append/Data.Sequence:10,4.53101334782144e-8,4.528484691788267e-8,4.533503830276618e-8,8.90954964918091e-11,7.611913215748014e-11,1.0811983073106236e-10
Append/Data.RRBVector:10,5.210905469408555e-8,5.206946358561047e-8,5.2147792021197e-8,1.3405663360083092e-10,1.13120081485487e-10,1.5953190390255278e-10
Append/Data.List:100,8.267898301116214e-7,8.26182995360593e-7,8.2738603424941e-7,1.9621882041103213e-9,1.6866363361957344e-9,2.3631497895750055e-9
Append/Data.Vector:100,1.6270592764508812e-7,1.625653000353469e-7,1.628699212343682e-7,5.28304235493525e-10,4.1057004682794156e-10,7.111739979014604e-10
Append/Data.Vector.Unboxed:100,6.711236939523914e-8,6.706406345822405e-8,6.715301604907035e-8,1.570752789883577e-10,1.2543706119839954e-10,2.0972647401713174e-10
Append/Data.Vector.Storable:100,7.832917127194052e-8,7.823542298870808e-8,7.870752475766598e-8,5.186628044190771e-10,1.6326188985307593e-10,1.1401056351097296e-9
Append/Data.Sequence:100,9.868653655978005e-8,9.854482597627828e-8,9.897103532259894e-8,6.611697880922036e-10,3.0269448141787423e-10,1.2087274723128929e-9
Append/Data.RRBVector:100,6.797770437697246e-7,6.792467119421538e-7,6.802133208107101e-7,1.6012393092411964e-9,1.3149020365221694e-9,1.9449141858642007e-9
Append/Data.List:1000,8.677447536948742e-6,8.671952158568648e-6,8.683177255117109e-6,1.9336270755616587e-8,1.6025632006044056e-8,2.707952392263246e-8
Append/Data.Vector:1000,1.354326126722368e-6,1.353313383766784e-6,1.3552918080899681e-6,3.334277976259317e-9,2.744477387289242e-9,4.382629442803807e-9
Append/Data.Vector.Unboxed:1000,4.0760040768609083e-7,4.072849313989247e-7,4.0790099817405427e-7,1.0422141721463433e-9,8.924084846925133e-10,1.2286780743126155e-9
Append/Data.Vector.Storable:1000,4.110059119599346e-7,4.1070568710430705e-7,4.1136466284884906e-7,1.1057767450406278e-9,8.531450042981238e-10,1.7192628254303353e-9
Append/Data.Sequence:1000,1.468130579315687e-7,1.4671578449594815e-7,1.4689283907770822e-7,2.8329826423371815e-10,2.3173713110774345e-10,4.125080027919461e-10
Append/Data.RRBVector:1000,2.6170430706861795e-6,2.614859334631415e-6,2.6194482374251595e-6,7.45613403059165e-9,5.692758791006668e-9,1.1526147327572515e-8
Append/Data.List:10000,1.1794341237806475e-4,1.1783133097613068e-4,1.1804183502007127e-4,3.551711506363835e-7,2.9887285167073346e-7,4.2444686952101927e-7
Append/Data.Vector:10000,1.4920984573022198e-5,1.4908013948392499e-5,1.4932658532627765e-5,4.2689549711821355e-8,3.4527481512550476e-8,5.579449413752745e-8
Append/Data.Vector.Unboxed:10000,4.449072351086149e-6,4.445764402594922e-6,4.451995508706292e-6,1.0525391268648704e-8,8.701508106165422e-9,1.3110987781958149e-8
Append/Data.Vector.Storable:10000,4.480971656371825e-6,4.478045761220862e-6,4.483425011674098e-6,9.311357477210482e-9,8.14691213509447e-9,1.1137625797203964e-8
Append/Data.Sequence:10000,2.0618752738668814e-7,2.0601571318276838e-7,2.063094964382896e-7,5.00403142124424e-10,3.8424443695515e-10,6.784725526915058e-10
Append/Data.RRBVector:10000,4.480580397683803e-6,4.4774529530136675e-6,4.4831033981542084e-6,9.32059965271979e-9,7.413601719351921e-9,1.1324471749415992e-8
Length/Data.List:10,1.8240584157385674e-8,1.8225347046271598e-8,1.825326031008877e-8,4.5503272360977095e-11,3.833121817652736e-11,5.986302292925249e-11
Length/Data.Vector:10,6.506442307786446e-9,6.501517687892993e-9,6.510694874358829e-9,1.5598236748896962e-11,1.306016206398848e-11,2.013775181516429e-11
Length/Data.Vector.Unboxed:10,6.856670714346905e-9,6.851270865649237e-9,6.860723755207794e-9,1.5419473220915656e-11,1.2967090048423774e-11,2.0239638533011257e-11
Length/Data.Vector.Storable:10,6.30801949845383e-9,6.303540806325022e-9,6.311832245013674e-9,1.4088454762099494e-11,1.1997200711463142e-11,1.7044662888363188e-11
Length/Data.Sequence:10,6.331161998354058e-9,6.32673007303579e-9,6.335376511429053e-9,1.481130894489259e-11,1.205488909767629e-11,2.0048340970059034e-11
Length/Data.Massiv.Array:10,7.716624958862095e-9,7.708511485005975e-9,7.725178192719338e-9,2.7525847163353974e-11,2.2809297480576366e-11,3.450073498345677e-11
Length/Data.RRBVector:10,6.515211783586039e-9,6.510814554757111e-9,6.519631189671987e-9,1.4632111445768675e-11,1.1769404880775785e-11,1.8122931456761247e-11
Length/Data.List:100,1.4943458219642562e-7,1.4929983433588438e-7,1.495642317087792e-7,4.2887575902756586e-10,3.44377609793566e-10,5.313370601088816e-10
Length/Data.Vector:100,6.503204557869874e-9,6.4980994602827425e-9,6.507902157292428e-9,1.7583834693521456e-11,1.464511919013293e-11,2.2057056730535246e-11
Length/Data.Vector.Unboxed:100,6.8561966329143794e-9,6.851371214211939e-9,6.860512891954294e-9,1.5421572893729102e-11,1.1989571961258226e-11,2.1753072325036207e-11
Length/Data.Vector.Storable:100,6.304263277141979e-9,6.300678862162555e-9,6.30838303882426e-9,1.2796776125124389e-11,1.0965002034186516e-11,1.509720506508887e-11
Length/Data.Sequence:100,6.333091061196681e-9,6.329115313369283e-9,6.336314312089961e-9,1.2412814481312896e-11,1.0270539229926264e-11,1.5589090138041034e-11
Length/Data.Massiv.Array:100,7.722458117237342e-9,7.712492517719886e-9,7.731651174272683e-9,3.276051161749276e-11,2.7251265930494408e-11,4.098184007120759e-11
Length/Data.RRBVector:100,6.504206765000526e-9,6.499539027570119e-9,6.51091047125837e-9,1.842598852760744e-11,1.4605740793911946e-11,2.598409774322544e-11
Length/Data.List:1000,1.6595596175024658e-6,1.6582035491281532e-6,1.660744055938084e-6,4.366469454613196e-9,3.606116570497365e-9,5.347559305425912e-9
Length/Data.Vector:1000,6.508231766760605e-9,6.503097516882299e-9,6.512803097782745e-9,1.651018827559397e-11,1.3525586379006588e-11,2.133065069478439e-11
Length/Data.Vector.Unboxed:1000,6.857009912142865e-9,6.851051367932454e-9,6.861650252784551e-9,1.6192625867857068e-11,1.2714249358031413e-11,2.26166280842546e-11
Length/Data.Vector.Storable:1000,6.3097504571944205e-9,6.3054022472158044e-9,6.3144189153029355e-9,1.5064986332115795e-11,1.230670513782534e-11,1.8775568864319787e-11
Length/Data.Sequence:1000,6.330657521643328e-9,6.326414465730567e-9,6.334558954455303e-9,1.3810291647445116e-11,1.1928807493570355e-11,1.6470177413988737e-11
Length/Data.Massiv.Array:1000,7.727375764520464e-9,7.71871815820993e-9,7.735678059404628e-9,2.8679531877868462e-11,2.431393106286862e-11,3.7028104862710745e-11
Length/Data.RRBVector:1000,6.5173624315176496e-9,6.511319632921502e-9,6.523990283398022e-9,2.0896144936099785e-11,1.780092340462944e-11,2.6271375990410682e-11
Length/Data.List:10000,2.01420397745292e-5,2.012846119528295e-5,2.0153641974274445e-5,4.0973240767342846e-8,3.323458221449173e-8,5.3904657417053425e-8
Length/Data.Vector:10000,6.5128290251553965e-9,6.508449968822159e-9,6.516941191113845e-9,1.4724072571017133e-11,1.1892954781506894e-11,1.8272411756047472e-11
Length/Data.Vector.Unboxed:10000,6.851101604691389e-9,6.84598536707074e-9,6.8562355562656286e-9,1.7682258025016467e-11,1.529181575596131e-11,2.169974801780343e-11
Length/Data.Vector.Storable:10000,6.307930773632934e-9,6.303364868095068e-9,6.312555558917826e-9,1.5841751779992983e-11,1.3212070179848045e-11,1.9670284526758706e-11
Length/Data.Sequence:10000,6.32969383350744e-9,6.325231132259229e-9,6.33342387773321e-9,1.3763116009443774e-11,1.1807142572842949e-11,1.644321924160298e-11
Length/Data.Massiv.Array:10000,7.726476693594468e-9,7.717007216747808e-9,7.735025964330203e-9,3.123072481802556e-11,2.7272646033984155e-11,3.632753091860255e-11
Length/Data.RRBVector:10000,6.511173270885855e-9,6.505067308548738e-9,6.517399325725138e-9,2.057880136468204e-11,1.6278544758999456e-11,2.7797748810045307e-11
Stable Sort/Data.List:10,3.025639939240382e-7,3.023152355583173e-7,3.02941540468802e-7,1.0423346092024894e-9,7.063066133836863e-10,1.6966881295702557e-9
Stable Sort/Data.Vector:10,1.4508285314334455e-7,1.4497094108555994e-7,1.4517754256161234e-7,3.480786912155114e-10,2.6631999262045987e-10,5.093295086263589e-10
Stable Sort/Data.Vector.Unboxed:10,4.079839164710517e-8,4.0772023421419233e-8,4.0825020698876095e-8,8.636258686660546e-11,7.256421525770471e-11,1.0445061110927333e-10
Stable Sort/Data.Vector.Storable:10,4.187998308541813e-8,4.184143915984906e-8,4.1940329775741763e-8,1.7155652380064124e-10,9.911132415607723e-11,2.5998386925829976e-10
Stable Sort/Data.Sequence:10,4.7573053744726815e-7,4.753613956159292e-7,4.7604563875761023e-7,1.1258943763815118e-9,9.531255745139808e-10,1.3870359256333465e-9
Stable Sort/Data.List:100,9.461257043017715e-6,9.451900798192672e-6,9.469186207765477e-6,2.9499269389909023e-8,2.4072615689999772e-8,3.9835840578559736e-8
Stable Sort/Data.Vector:100,5.253760717426723e-6,5.24979168901094e-6,5.258192254848065e-6,1.4211733428883878e-8,1.1336465242279985e-8,1.8641795742034098e-8
Stable Sort/Data.Vector.Unboxed:100,4.590106579912962e-6,4.5862057084186056e-6,4.593209027146978e-6,1.1349075886154099e-8,9.114498050081776e-9,1.4018371938292187e-8
Stable Sort/Data.Vector.Storable:100,4.130365092244647e-6,4.126932874657334e-6,4.133031762263708e-6,1.003571119097357e-8,8.426842977966724e-9,1.2753676975590285e-8
Stable Sort/Data.Sequence:100,9.713554016677447e-6,9.70283569358627e-6,9.7235665855733e-6,3.2634828262356966e-8,2.765801174576398e-8,3.9694692819491234e-8
Stable Sort/Data.List:1000,2.2754895309628673e-4,2.2739947516683655e-4,2.2769982646353714e-4,4.90340345145669e-7,4.1230983834618714e-7,6.001839391804126e-7
Stable Sort/Data.Vector:1000,1.1328592036540617e-4,1.131915292596432e-4,1.1336251910495979e-4,2.855846403890479e-7,2.2985491853190846e-7,3.790833547238143e-7
Stable Sort/Data.Vector.Unboxed:1000,9.393317804601315e-5,9.387383838092778e-5,9.399630136885035e-5,2.1317893958243377e-7,1.8058583355236348e-7,2.6834452787636463e-7
Stable Sort/Data.Vector.Storable:1000,9.205711046759665e-5,9.199325508049447e-5,9.211615013983345e-5,2.0178596572616503e-7,1.6770386635772403e-7,2.401531085704961e-7
Stable Sort/Data.Sequence:1000,1.9350942906997136e-4,1.9339667868613982e-4,1.936404534647463e-4,4.1187555874258853e-7,3.321614626911172e-7,6.16999307026365e-7
Stable Sort/Data.List:10000,5.4147104256064655e-3,5.405256673653933e-3,5.421462738397899e-3,2.385673284786025e-5,1.5783687869661772e-5,4.082911540282343e-5
Stable Sort/Data.Vector:10000,2.1196705459987767e-3,2.1164979979762365e-3,2.1232694898913034e-3,1.1395018708050022e-5,8.980532824651707e-6,1.692024414467146e-5
Stable Sort/Data.Vector.Unboxed:10000,1.5064871868941162e-3,1.5047586179093284e-3,1.5087454163580526e-3,6.894699128975514e-6,5.192262486492477e-6,9.528522295373149e-6
Stable Sort/Data.Vector.Storable:10000,1.4557838274243382e-3,1.4540884121781448e-3,1.4583194709035631e-3,7.119595870769275e-6,4.710404358953434e-6,1.2116170372701346e-5
Stable Sort/Data.Sequence:10000,3.990605477528308e-3,3.984895313557651e-3,3.99573441618412e-3,1.707589566585221e-5,1.4019414569215517e-5,2.3296081631888642e-5
Replicate/Data.List:10,5.5777945752802885e-8,5.574423224434995e-8,5.581277290787739e-8,1.1564058162421089e-10,9.98180498740421e-11,1.4007812247757137e-10
Replicate/Data.Vector:10,7.07371503569976e-8,7.068905452889173e-8,7.078591882968063e-8,1.6293772188119727e-10,1.3056277545176396e-10,2.059310484106083e-10
Replicate/Data.Vector.Unboxed:10,1.9976992038448832e-8,1.996193964511475e-8,1.9992413102820662e-8,5.0225227012156274e-11,4.1258114119416425e-11,6.218165075332493e-11
Replicate/Data.Vector.Storable:10,2.139276641661618e-8,2.1378412039810856e-8,2.1408653884961103e-8,4.9910634417976835e-11,3.8732549268917486e-11,7.376573077021196e-11
Replicate/Data.Sequence:10,5.83532980310816e-8,5.8307437448423296e-8,5.8408180633045446e-8,1.7154817192879324e-10,1.3757493646381087e-10,2.2778114499804894e-10
